Pokemon,tipos_en_moves,Cluster_P2
Arceus-Ice,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Water Water Water Water Water Water Water Water Water Water Water Water Water Electric Electric Electric Electric Electric Electric Electric Grass Grass Grass Grass Grass Grass Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Ground Flying Flying Flying Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Steel Steel Steel Steel,5
Arceus-Poison,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Water Water Water Water Water Water Water Water Water Water Water Water Water Electric Electric Electric Electric Electric Electric Electric Grass Grass Grass Grass Grass Grass Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Ground Flying Flying Flying Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Steel Steel Steel Steel,5
Arceus-Psychic,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Water Water Water Water Water Water Water Water Water Water Water Water Water Electric Electric Electric Electric Electric Electric Electric Grass Grass Grass Grass Grass Grass Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Ground Flying Flying Flying Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Steel Steel Steel Steel,5
Arceus-Rock,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Water Water Water Water Water Water Water Water Water Water Water Water Water Electric Electric Electric Electric Electric Electric Electric Grass Grass Grass Grass Grass Grass Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Ground Flying Flying Flying Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Steel Steel Steel Steel,5
Arceus-Steel,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Water Water Water Water Water Water Water Water Water Water Water Water Water Electric Electric Electric Electric Electric Electric Electric Grass Grass Grass Grass Grass Grass Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Ground Flying Flying Flying Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Steel Steel Steel Steel,5
Arceus-Water,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Fire Water Water Water Water Water Water Water Water Water Water Water Water Water Electric Electric Electric Electric Electric Electric Electric Grass Grass Grass Grass Grass Grass Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Ground Flying Flying Flying Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Steel Steel Steel Steel,5
Archen,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Electric Electric Grass Grass Ice Ice Fighting Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Ground Ground Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Steel Steel Steel Steel,1
Archeops,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Electric Electric Grass Grass Ice Ice Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Ground Ground Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Steel Steel Steel Steel,1
Ariados,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Electric Electric Electric Grass Grass Grass Grass Ice Ice Fighting Fighting Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Poison Ground Ground Ground Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Bug Bug Bug Bug Bug Bug Bug Bug Bug Bug Bug Bug Bug Bug Rock Rock Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel,7
Armaldo,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Water Water Water Water Water Water Electric Electric Electric Grass Grass Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Ground Ground Flying Flying Flying Psychic Psychic Psychic Bug Bug Bug Bug Bug Bug Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Steel Steel Steel Steel Steel Steel,1
Aromatisse,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Electric Electric Electric Electric Electric Grass Grass Grass Grass Ice Ice Fighting Fighting Fighting Fighting Poison Poison Poison Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Rock Rock Ghost Ghost Ghost Dragon Dragon Dragon Dark Dark Dark Steel Steel Steel Steel Fairy Fairy Fairy Fairy Fairy Fairy Fairy Fairy Fairy Fairy,4
Aron,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Water Water Electric Electric Electric Electric Grass Grass Ice Ice Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Ground Ground Ground Ground Flying Flying Flying Psychic Psychic Psychic Bug Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Ghost Ghost Dragon Dragon Dragon Dragon Dark Dark Dark Steel Steel Steel Steel Steel Steel Steel Steel Steel Steel,1
Articuno,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Water Water Water Electric Electric Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Rock Rock Rock Rock Rock Ghost Ghost Ghost Dragon Dragon Dragon Dark Dark Steel Steel Steel Steel,9
Audino,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Fire Fire Water Water Water Water Electric Electric Electric Electric Electric Electric Electric Electric Grass Grass Grass Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Rock Rock Ghost Ghost Ghost Dragon Dragon Dragon Dark Dark Dark Dark Dark Steel Steel Steel Fairy Fairy Fairy Fairy Fairy Fairy,4
Aurorus,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Water Water Water Water Water Water Water Electric Electric Electric Electric Electric Electric Electric Electric Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Dragon Dragon Dragon Dragon Dragon Dark Dark Dark Dark Steel Steel Steel Steel Steel Steel,2
Avalugg,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Water Water Water Water Water Water Electric Electric Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Flying Flying Psychic Psychic Psychic Psychic Psychic Bug Bug Rock Rock Rock Rock Rock Rock Rock Rock Rock Rock Ghost Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Steel Steel Steel Steel Steel Steel,9
Axew,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Water Water Water Water Electric Electric Electric Grass Grass Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Poison Poison Ground Ground Ground Flying Flying Flying Psychic Psychic Psychic Bug Bug Bug Rock Rock Rock Rock Rock Ghost Ghost Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Steel,5
Azelf,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Fire Fire Fire Fire Fire Fire Water Water Water Water Water Electric Electric Electric Electric Electric Electric Electric Electric Grass Grass Grass Grass Grass Ice Ice Ice Ice Fighting Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Bug Bug Rock Rock Rock Rock Rock Ghost Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Dark Dark Dark Steel Steel Steel Fairy,11
Azumarill,Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Normal Fire Fire Fire Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Water Electric Electric Grass Grass Grass Grass Ice Ice Ice Ice Ice Ice Ice Ice Ice Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Fighting Poison Poison Poison Ground Ground Ground Ground Ground Flying Flying Flying Psychic Psychic Psychic Psychic Psychic Psychic Bug Bug Rock Rock Rock Rock Ghost Ghost Dragon Dragon Dark Dark Dark Dark Dark Steel Steel Steel Fairy Fairy,18
